Reviewer,Country,Title,Review Text,Date,Rating,Link
Tom Stacey,US,I won’t buy another Coca Cola product,"I won’t buy another Coca Cola product. I’m insulted at the support for a radical political organization BLM inc..  This is NOT an organization that gives a dam about improving the lives and safety of Black People. Instead it is a political organization that’s seeks to redefine our society and government through all means possible. You might as well advertise your support for Antifa, the American Communist Party, and the American Nazi Party. All extreme and political. You’ve succeeded in alienating a portion of your customer base. I’m sure that wasn’t the goal of the marketing manager that signed off on this campaign. It appears that all parties involved in participating with BLM inc. are losing big time. Check your ratings for MLS, NBA, and this weekends NFL. All down substantially. Go Pepsi I guess.Tom Stacey","Sep 18, 2020",1,https://www.trustpilot.com/users/5f6539fec75c9d6e7026252b
katharine_haley,IN,"""Not an Healthy Drink""","I don't think this is the best drink I'm ever going to claim. It has plenty of chemical ingredients that I would imagine your wellbeing can be affected. Most kids like this drink I suggest that all parents wouldn't give their kids this drink, instead, you should offer them some fresh fruit juices that are both tasty and safe.","Sep 14, 2020",1,https://www.trustpilot.com/users/5f48d32da34d3b9a598a06f9
Andy G,PH,Ethics are so important,Ethics are so important. Sponsorship of the Premier League is unacceptable.,"Sep 10, 2020",1,https://www.trustpilot.com/users/5f59e8852dedb71363eacfee
Sarah,GB,crazy that you guys have bad reviews,crazy that you guys have bad reviews! the best drink in the world if you ask me,"Sep 9, 2020",5,https://www.trustpilot.com/users/5f58e56f6c4e5b42aab25cc5
Mayra,US,Very sad why change something that is…,Very sad why change something that is not broken now my coke tastes flat no taste why why I will return it besides has a strange taste????,"Sep 6, 2020",1,https://www.trustpilot.com/users/5f554698192f468e340c6c03
Jay,,,,5 days ago,,https://www.trustpilot.com/users/664a4863f9916eaccee9f40d
Dave,,,,4 days ago,,https://www.trustpilot.com/users/67ee290674626a453f55ec7c
Keneth Leonard,,,,"Mar 30, 2025",,https://www.trustpilot.com/users/67e94ec989ee1484f94e9663
Shae Brown,,,,"Mar 6, 2025",,https://www.trustpilot.com/users/67c914d9a30fd86f932d0285
Ben Ball,GB,Leaves a bitter taste...,Still a supporter of the corrupt English Premier League. It leaves a very bitter taste in the mouth.#PremierLeagueisCorrupt#NUFC,"Sep 4, 2020",1,https://www.trustpilot.com/users/5f325cfdef67aca4140e5eaa
Aleksander Ziółkowski,PL,very delicious so refreshing,,"Sep 1, 2020",4,https://www.trustpilot.com/users/5f4e2036210db59838fea0d0
Emmanuel Sukeys,NG,The Best,I like them more to be honest. They are still fine though.,"Sep 1, 2020",5,https://www.trustpilot.com/users/5f4dad28210db506b7fe66ed
Alexis,PH,This product is one of the all time…,"This product is one of the all time favorite of our family when we have gatherings. It is very refreshing very affordable, suitable for solo, with barkadas, or for family as well. Coca cola is the best softdrinks and when it is coca cola time, it always makes us happy.","Aug 31, 2020",5,https://www.trustpilot.com/users/5f4d3c2071b4807b95667311
Skola Boris,TR,Used to be better,I used to like them more to be honest. They are still fine though.,"Aug 25, 2020",4,https://www.trustpilot.com/users/5f450cd6768213a61ff0bc7e
Kat C,GB,Corruption suspicions,It has now been two weeks since leaving a review about your partnership with the premier league which suggests you support corruption.  Two weeks later I still have not seen any effort by this company to explain the situation or reassure customers these suspicions are false - how long do you expect customer to wait for this? 17 weeks!The silence on this matter only confirms my suspicions.,"Aug 22, 2020",1,https://www.trustpilot.com/users/5da57a1ce31a569e3e4896bd
Sapiens sapiens,CR,Very bad the new flavor,,"Aug 21, 2020",1,https://www.trustpilot.com/users/5e9a8f1bfa5117bb5b5a6b36
Liam Gallagher,AU,There is nothing good about…,"There is nothing good about thisproducy. Bad for your teeth, bad for your health and they sponsor the corrupt Premier League. AVOID!","Aug 14, 2020",1,https://www.trustpilot.com/users/5f33a276e98e17f4e21944da
Jonathan Gibbons,GB,Supports corrupt opaque and downright…,Supports corrupt opaque and downright immoral organisations such as the premier league. Avoid at all costs.,"Aug 13, 2020",1,https://www.trustpilot.com/users/5f35ab110408593cbc7cb642
Sazdaz,GB,Unfortunately coca cola a once loved…,Unfortunately coca cola a once loved brand is an official sponsor of corruption and backs the Premier League. Pepsi tastes better as well.,"Aug 13, 2020",1,https://www.trustpilot.com/users/5f353238eb7e18eb9d55f937
Gary Moore,GB,Please try Pepsi !!,Please try Pepsi !!! This branded has clouded with corrupt organisations for their own gain . Never gain should this brand be allowed in a football stadium for the reason it is tarnished with its support for Richard Masters head of the most corrupt company in UK,"Aug 13, 2020",1,https://www.trustpilot.com/users/5818f0460000ff000a5326c6
J Smith,GB,A rotten company,"I have previously been a long term customer. However, the recent exposure of Coca Cola's ongoing involvement in funding companies linked to terrorism and corruption (Quatar and Premier League) have meant I am disgusted in their behaviour and will never buy from them in future.","Aug 13, 2020",1,https://www.trustpilot.com/users/584982d40000ff000a5f8754
Dalton Hollan,US,Why cant i put no stars,Why cant i put no stars? Anyways I just bought a cherry Pepsi. Wheres the loyalty? bring back my cherry coke,"Aug 13, 2020",1,https://www.trustpilot.com/users/5f34a90aeb7e180f11559fb4
George Oliver,GB,Avoid like the plague,Avoid like the plague. Shame on you for Supporting the corrupt English Premier League. I grab a Pepsi from now on.,"Aug 12, 2020",1,https://www.trustpilot.com/users/5f344c19335acc7dd59698ea
R Jobling,GB,Corruption Sponsorship,You should be ashamed supporting such a corrupt company as the Premier League! If I were you I would retreat and put your money elsewhere in terms of sponsorship as this is making you look awful. Thanks,"Aug 12, 2020",1,https://www.trustpilot.com/users/5f3443180cf9fe5522c89bdc
Chris,GB,Cocarupta,Like brown fizzy pop?Dislike sports corruption?Drink Pepsi!,"Aug 12, 2020",1,https://www.trustpilot.com/users/59523f5e0000ff000aa8914d
Steven Convery,GB,Brilliant product for removing toilet…,Brilliant product for removing toilet stains and while it's associated with the corrupt Premier league I won't even get it for that,"Aug 12, 2020",1,https://www.trustpilot.com/users/5b654c2b4de5666d341a0d63
Kipper McFish,GB,Avoid avoid avoid at all costs,"Avoid avoid avoid at all costs. I will never buy again.They support the English Premier League. The Premier League (and by association their sponsors) refuse to respond to the people of the North East, supporters of Newcastle United as why they refuse to approve the Takeover of the club, thus depriving the region of vital investment and creation of jobs. Shame on you.","Aug 12, 2020",1,https://www.trustpilot.com/users/5f3424a60cf9fe3ba5c889ce
Colin Watson,GB,Complicit to corruption,"Sponsors the premier league, the Kings of corruption. Also makes you fat and rots your teeth.","Aug 12, 2020",1,https://www.trustpilot.com/users/5f314e5d6de7041920f7d326
Craig Parry,GB,Supporters of corruption - nice drink,"You need to review your stance as partners of the English Premier League. More and more serious evidence is coming to light regarding how the senior execs at the EPL are corrupt to the core.By the way I have nothing against your beverage, it's the better than Pepsi.","Aug 12, 2020",1,https://www.trustpilot.com/users/5f317d53b9cd6d0f6ec9d14f
Jay,,,,5 days ago,,https://www.trustpilot.com/users/664a4863f9916eaccee9f40d
Dave,,,,4 days ago,,https://www.trustpilot.com/users/67ee290674626a453f55ec7c
Keneth Leonard,,,,"Mar 30, 2025",,https://www.trustpilot.com/users/67e94ec989ee1484f94e9663
Shae Brown,,,,"Mar 6, 2025",,https://www.trustpilot.com/users/67c914d9a30fd86f932d0285
Will Anson,AU,Sponsoring Corruption,Supporting a corrupt institution like the Premier League is a disappointing development from such a famous company. I guess they must be corrupt too as no moral company would directly support and associate with such unethical behavior. Will not purchase from this company until they take a stand and cut ties with the Premier League cartel.,"Updated Aug 12, 2020",1,https://www.trustpilot.com/users/5f3407c4f8dc55177ebc3d9a
Honest John,GB,Why are you still sponsoring the…,Why are you still sponsoring the corrupt premier league? Does coca cola have no morals? Or are you all just as bad as each other in the corruption stakes?,"Aug 12, 2020",1,https://www.trustpilot.com/users/5f31664ab9cd6d40b4c9bfb1
g m,GB,Corruption,Would never purchase from them due to their close commercial links to the corrupt English Premier League.,"Aug 12, 2020",1,https://www.trustpilot.com/users/5f3400c812234517ebd4e1f7
Ally Al-Mufti,GB,Sponsors of a corrupt organisation that…,"Sponsors of a corrupt organisation that take bribes from the state of Qatar, where the CEO of their lead TV broadcaster is facing charges of corruption and bribery relating to football.How can a company like Coca Cola continue to support such a crooked and criminal enterprise any further?","Aug 12, 2020",1,https://www.trustpilot.com/users/5f33e5ee335accb96a964cbf
"Steve Owen, Bewdley",GB,It's the real thing,"It's the real thing, but now tastes of corruption.Genuinely I normally only drink Coke (as my choice of cola) Pepsi is disgusting, plus was linked to Michael Jackson. Now I know you are sponsoring the Corrupt Premier League I can no longer drink your Cola (can't even say Coke anymore) because it would tastes of corruption and dodgy dealings. Will now only buy Supermarket brands. Unless things change. Make a change or stay CORRUPT","Aug 12, 2020",1,https://www.trustpilot.com/users/5f33b0924e49316a0265d9f1
Chris,GB,Pop is delicious but they are…,Pop is delicious but they are associated with the corrupt organisation that is the English premier league,"Aug 12, 2020",1,https://www.trustpilot.com/users/5f33a5b22ee33857d44202a4
Chris Gordon,GB,Much prefer pespi as the taste is very…,Much prefer pespi as the taste is very bland. Also stopped doing full fat vanilla and they support corruption in the Premier league,"Aug 12, 2020",1,https://www.trustpilot.com/users/5f31593d0c384937e136f278
Jack Gallagher,GB,They sponsor a corrupt organization,,"Aug 12, 2020",1,https://www.trustpilot.com/users/5f32ec4fef67ac1b1b0ed9d6
Trim My beard,GB,I'm sorry your drink is flat I've lost…,I'm sorry your drink is flat I've lost all my fizz knowing coca cola are sponsoring the english premier league and corruption Pepsi it is far more fizz,"Aug 12, 2020",1,https://www.trustpilot.com/users/5f3381f9ef67acc74e0f0d2e
Tom Pearcey,GB,A so called world leading brand that is…,A so called world leading brand that is happy to jump into bed with something as corrupt as the English premier league,"Aug 12, 2020",1,https://www.trustpilot.com/users/5f338df2a363300815380a5e
